Code Nature Chapitre;Libellé Nature Chapitre;Libellé court Nature Chapitre;Type de chapitre;Section;Spécial;Année;Norme;Plan comptable;Entité
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2018;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2018;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2016;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
78;Reprises sur amortissements et provisions;Reprises amortissements et provisions;C;F;0;2022;M61;M61-M61;Service départemental d'incendie et de secours
024;Produits des cessions d'immobilisations;Produits des cessions d'immobilisations;L;I;0;2014;M52;M52-M52;Départements
76;Produits financiers;Produits financiers;C;F;0;2015;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2021;M61;M61-M61;Service départemental d'incendie et de secours
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2022;M57;M57-M57_D;Métropoles et collectivités territoriales uniques (Plan développé)
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2021;M52;M52-M52;Départements
45412;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2023;M57;M57-M57_D;Métropoles et collectivités territoriales uniques (Plan développé)
76;Produits financiers;Produits financiers;C;F;0;2015;M4;M4-M44;Etablissements publics fonciers locaux
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2020;M4;M4-M4;Services publics locaux à caractère industriel et commercial
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2019;M61;M61-M61;Service départemental d'incendie et de secours
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2017;M52;M52-M52;Départements
78;Reprises sur amortissements, dépréciations et provisions;Reprises amort., dépréc. et provisions;C;F;0;2015;M71;M71-M71;Régions
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2017;M4;M4-M4;Services publics locaux à caractère industriel et commercial
66;Charges financières;Charges financières;C;F;0;2018;M14;M14-M14_CE;Caisses des écoles
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2015;M4;M4-M42;Services publics des abattoirs
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2016;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2019;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
45441;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2015;M57;M57-M57;Métropoles et collectivités territoriales uniques
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2018;M4;M4-M4;Services publics locaux à caractère industriel et commercial
014;Atténuations de produits;Atténuations de produits;G;F;0;2021;M4;M4-M44;Etablissements publics fonciers locaux
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2013;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2023;M57;M57-M57_A;Métropoles et collectivités territoriales uniques (Plan abrégé)
012;Charges de personnel et frais assimilés;Charges de personnel et frais assimilés;G;F;0;2022;M71;M71-M71;Régions
67;Charges spécifiques;Charges spécifiques;C;F;0;2022;M57;M57-M57_D;Métropoles et collectivités territoriales uniques (Plan développé)
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2014;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
010;Revenu minimum d'insertion;Revenu minimum d'insertion;G;I;1;2018;M52;M52-M52;Départements
26;Participations et créances rattachées à des participations;Participat° et créances rattachées;C;I;0;2013;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2015;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
011;Charges à caractère général;Charges à caractère général;G;F;0;2019;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
4551;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2014;M71;M71-M71;Régions
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2013;M4;M4-M42;Services publics des abattoirs
76;Produits financiers;Produits financiers;C;F;0;2023;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
002;Résultat d'exploitation reporté;Résultat d'exploitation reporté;L;F;0;2018;M4;M4-M4;Services publics locaux à caractère industriel et commercial
042;Opérations d'ordre de transfert entre sections;Opérations d'ordre de transfert entre se;G;F;0;2016;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2016;M57;M57-M57;Métropoles et collectivités territoriales uniques
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2017;M4;M4-M4;Services publics locaux à caractère industriel et commercial
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2016;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
73;Impôts et taxes;Impôts et taxes;C;F;0;2013;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2019;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2023;M4;M4-M43;Services publics locaux de transport de personnes
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2017;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2022;M4;M4-M43;Services publics locaux de transport de personnes
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2014;M14;M14-M14_CE;Caisses des écoles
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2013;M52;M52-M52;Départements
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2020;M52;M52-M52;Départements
013;Atténuations de charges;Atténuations de charges;G;F;0;2015;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2016;M14;M14-M14_CE;Caisses des écoles
45431;Opérations de défenses contre la mer;Opérations de défenses contre la mer;C;I;0;2016;M52;M52-M52;Départements
021;Virement de la section de fonctionnement;Virement de la section de fonctionnement;L;I;0;2022;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
70;Produits des services, du domaine et ventes diverses;Produits services, domaine et ventes div;C;F;0;2015;M14;M14-M14_CE;Caisses des écoles
66;Charges financières;Charges financières;C;F;0;2020;M71;M71-M71;Régions
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2016;M4;M4-M44;Etablissements publics fonciers locaux
042;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;F;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
4581;Opérations pour le compte de tiers;Opérations pour le compte de tiers;C;I;0;2023;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2020;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2020;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
74;Dotations et participations;Dotations et participations;C;F;0;2017;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
45442;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2013;M52;M52-M52;Départements
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2015;M61;M61-M61;Service départemental d'incendie et de secours
22;Immobilisations reçues en affectation;Immobilisations reçues en affectation;C;I;0;2015;M61;M61-M61;Service départemental d'incendie et de secours
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2014;M4;M4-M4;Services publics locaux à caractère industriel et commercial
76;Produits financiers;Produits financiers;C;F;0;2023;M57;M57-M57_A;Métropoles et collectivités territoriales uniques (Plan abrégé)
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2018;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
70;Produits des services, du domaine et ventes diverses;Produits services, domaine, ventes div;C;F;0;2021;M71;M71-M71;Régions
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2018;M57;M57-M57;Métropoles et collectivités territoriales uniques
021;Virement de la section d'exploitation;Virement de la section d'exploitation;L;I;0;2021;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2019;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2016;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2013;M61;M61-M61;Service départemental d'incendie et de secours
012;Charges de personnel et frais assimilés;Charges de personnel, frais assimilés;G;F;0;2020;M4;M4-M4;Services publics locaux à caractère industriel et commercial
74;Dotations et participations;Dotations et participations;C;F;0;2021;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2016;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2017;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
015;Revenu minimum d'insertion;Revenu minimum d'insertion;G;F;1;2017;M52;M52-M52;Départements
4572;Opérations d'investissement sur voirie communale (effectuées par des groupements);Opérat° invest. voirie communale (grpt);C;I;0;2013;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
66;Charges financières;Charges financières;C;F;0;2016;M14;M14-M14_CE;Caisses des écoles
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2022;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
4541;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2022;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2014;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2018;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2013;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2015;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
45411;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2018;M57;M57-M57;Métropoles et collectivités territoriales uniques
014;Atténuations de produits;Atténuations de produits;G;F;0;2017;M71;M71-M71;Régions
042;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;F;0;2021;M4;M4-M42;Services publics des abattoirs
45621;Opérations d'investissement sur établissements d'enseignement remis au département;Opérat° invest. établist enseignt départ;C;I;0;2013;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2015;M61;M61-M61;Service départemental d'incendie et de secours
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2017;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
69;Impôts sur les bénéfices et assimilés;Impôts sur les bénéfices et assimilés;C;F;0;2018;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2020;M4;M4-M44;Etablissements publics fonciers locaux
011;Charges à caractère général;Charges à caractère général;G;F;0;2018;M4;M4-M44;Etablissements publics fonciers locaux
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2018;M14;M14-M14_CE;Caisses des écoles
78;Reprises sur provisions et dépréciations;Reprises sur provisions et dépréciations;C;F;0;2021;M4;M4-M44;Etablissements publics fonciers locaux
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2015;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
014;Atténuations de produits;Atténuations de produits;G;F;0;2016;M14;M14-M14_CE;Caisses des écoles
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2017;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
4581;Opérations pour le compte de tiers;Opérations pour le compte de tiers;C;I;0;2018;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
45622;Opérations d'investissement sur établissements d'enseignement remis au département;Opérat° invest. établist enseignt départ;C;I;0;2019;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2015;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2022;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2018;M52;M52-M52;Départements
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2023;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2017;M4;M4-M42;Services publics des abattoirs
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2021;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
68;Dotations aux provisions;Dotations aux provisions;C;F;0;2014;M71;M71-M71;Régions
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2013;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2016;M61;M61-M61;Service départemental d'incendie et de secours
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2021;M14;M14-M14_CE;Caisses des écoles
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2017;M57;M57-M57;Métropoles et collectivités territoriales uniques
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2022;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2018;M4;M4-M44;Etablissements publics fonciers locaux
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2023;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
013;Atténuations de charges;Atténuations de charges;G;F;0;2015;M61;M61-M61;Service départemental d'incendie et de secours
78;Reprises sur amortissements et provisions;Reprises amortissements et provisions;C;F;0;2015;M61;M61-M61;Service départemental d'incendie et de secours
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2015;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2016;M4;M4-M4;Services publics locaux à caractère industriel et commercial
73;Impôts et taxes;Impôts et taxes;C;F;0;2014;M52;M52-M52;Départements
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2017;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2020;M14;M14-M14_CE;Caisses des écoles
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2017;M14;M14-M14_CE;Caisses des écoles
018;RSA;RSA;G;I;1;2020;M57;M57-M57;Métropoles et collectivités territoriales uniques
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2018;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
66;Charges financières;Charges financières;C;F;0;2019;M4;M4-M44;Etablissements publics fonciers locaux
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2021;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
66;Charges financières;Charges financières;C;F;0;2022;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
4571;Opérations d'investissement sur voirie communale (effectuées par des groupements);Opérat° invest. voirie communale (grpt);C;I;0;2014;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
74;Dotations, subventions et participations;Dotations, subventions et participations;C;F;0;2020;M71;M71-M71;Régions
74;Contributions et participations;Contributions et participations;C;F;0;2016;M61;M61-M61;Service départemental d'incendie et de secours
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2021;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
012;Charges de personnel et frais assimilés;Charges de personnel, frais assimilés;G;F;0;2016;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations d'ordre à l'intérieur de la s;G;F;0;2021;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2013;M52;M52-M52;Départements
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2021;M14;M14-M14_CE;Caisses des écoles
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2015;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérations ordre intérieur de la section;G;F;0;2021;M71;M71-M71;Régions
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2018;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
656;Frais de fonctionnement des groupes d'élus;Frais fonctionnement des groupes d'élus;C;F;0;2021;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
73;Impôts et taxes;Impôts et taxes;C;F;0;2015;M57;M57-M57;Métropoles et collectivités territoriales uniques
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2018;M4;M4-M4;Services publics locaux à caractère industriel et commercial
45612;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2015;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2019;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
76;Produits financiers;Produits financiers;C;F;0;2022;M14;M14-M14_CE;Caisses des écoles
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2014;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
78;Reprises sur provisions semi-budgétaires;Reprises provisions semi-budgétaires;C;F;0;2013;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2013;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
6586;Frais de fonctionnement des groupes d'élus;Frais fonctionnement des groupes d'élus;C;F;0;2022;M52;M52-M52;Départements
67;Charges spécifiques;Charges spécifiques;C;F;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
013;Atténuations de charges;Atténuations de charges;G;F;0;2015;M4;M4-M44;Etablissements publics fonciers locaux
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2020;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2013;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
018;Revenu de solidarité active;Revenu de solidarité active;G;I;1;2023;M52;M52-M52;Départements
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2023;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
45442;Opérations d'aménagement foncier;Opérations d'aménagement foncier;C;I;0;2022;M52;M52-M52;Départements
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
26;Participations et créances rattachées à des participations;Participat° et créances rattachées;C;I;0;2021;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2020;M61;M61-M61;Service départemental d'incendie et de secours
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2013;M61;M61-M61;Service départemental d'incendie et de secours
013;Atténuations de charges;Atténuations de charges;G;F;0;2015;M57;M57-M57;Métropoles et collectivités territoriales uniques
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2015;M57;M57-M57;Métropoles et collectivités territoriales uniques
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2023;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2016;M14;M14-M14_CE;Caisses des écoles
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2016;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Cpte liaison : affectat° (BA, régie NP);C;I;0;2013;M71;M71-M71;Régions
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2022;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
024;Produits des cessions d'immobilisations;Produits des cessions d'immo.;L;I;0;2022;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
4582;Opérations pour le compte de tiers;Opérations pour le compte de tiers;C;I;0;2018;M4;M4-M4;Services publics locaux à caractère industriel et commercial
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2023;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2018;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes de produits fabriqués, prestation;C;F;0;2015;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
040;Opérations d'ordre de transfert entre sections;Opérations ordre transf. entre sections;G;I;0;2023;M57;M57-M57_A;Métropoles et collectivités territoriales uniques (Plan abrégé)
70;Produits des services, du domaine et ventes diverses;Produits services, domaine et ventes div;C;F;0;2023;M14;M14-M14_CE;Caisses des écoles
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2017;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2017;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2022;M57;M57-M57_D;Métropoles et collectivités territoriales uniques (Plan développé)
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2023;M4;M4-M43;Services publics locaux de transport de personnes
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2013;M4;M4-M42;Services publics des abattoirs
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2013;M14;M14-M14_CE;Caisses des écoles
26;Participations et créances rattachées à des participations;Participations et créances rattachées à;C;I;0;2016;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2017;M52;M52-M52;Départements
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2023;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
76;Produits financiers;Produits financiers;C;F;0;2023;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
021;Virement de la section d'exploitation;Virement de la section d'exploitation;L;I;0;2015;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
010;Stocks;Stocks;G;I;0;2015;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
45412;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2022;M52;M52-M52;Départements
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2020;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2014;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
4542;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2022;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2014;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
017;RSA / Régularisations de RMI;RSA / Régularisations de RMI;G;F;1;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2020;M4;M4-M42;Services publics des abattoirs
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2020;M4;M4-M42;Services publics des abattoirs
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2021;M52;M52-M52;Départements
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2022;M52;M52-M52;Départements
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2015;M4;M4-M4;Services publics locaux à caractère industriel et commercial
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2017;M4;M4-M42;Services publics des abattoirs
70;Produits des services, du domaine et ventes diverses;Produits services, domaine, ventes div;C;F;0;2020;M71;M71-M71;Régions
010;Stocks;Stocks;G;I;0;2016;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2015;M14;M14-M14_CE;Caisses des écoles
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2020;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
042;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;F;0;2020;M4;M4-M44;Etablissements publics fonciers locaux
76;Produits financiers;Produits financiers;C;F;0;2021;M71;M71-M71;Régions
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2023;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
